CustomerId,Zip,State,City,StateFIPS,CountyFIPS,CBSACode,CBSATitle,CreditLimit,CreditLimitLocked,JBTRating,SalesCurrentYr,SalesLastYr,PlainBandSalesLast12Mo,DesignBandSalesLast12Mo,DiamondBandSalesLast12Mo,AlternativeMetalSalesLast12Mo,TotalSalesLast12Mo,BuyingGroupMember,NumberOfStoreLocations,AvgDaysOfPayCategory,AvgDaysOfPay,MaxDaysPastDue,MaxAmtPastDue,AvgAmtPastDue,ReturnedPaymentCount,MaxReturnedPaymentAmt,RuralUrbanContinuumCode,UrbanInfluenceCode,MetroIndicator,TotalPopulation,MedianEarnings,MedianRetailTradeEarnings,TotalHouseholds,MedianIncomeHouseholds,NumberOfJewelryStores,NumberOfJewelryStoresState,JewelryStoreSalesState
953,32301,FL,Tallahassee,12,12073,45220,"Tallahassee, FL",1000,0,FIN0,0,1913,0,0,0,0,0,0,1,0 to 10,6,0,0,0,0,0,2,2,1,376337,30591,16667,144286,47011,22,2150,2641785
2360,32309,FL,Tallahassee,12,12073,45220,"Tallahassee, FL",3000,0,FIN2,14621,41445,13151,6903,4674,9201,33929,1,1,30 to 60,31.05,19,3180,348,0,0,2,2,1,376337,30591,16667,144286,47011,22,2150,2641785
7805,32312,FL,Tallahassee,12,12073,45220,"Tallahassee, FL",2000,1,FIN2,594,3544,214,881,0,0,1094,0,1,30 to 60,34,18,2413,1181,0,0,2,2,1,376337,30591,16667,144286,47011,22,2150,2641785
3454,34205,FL,Bradenton,12,12081,35840,"North Port-Sarasota-Bradenton, FL",1000,1,FIN1,1446,7862,0,1456,0,2341,3797,0,1,10 to 20,11.37,20,1790,580,0,0,2,2,1,751422,30759,21720,311566,52235,91,2150,2641785
7664,34997,FL,Stuart,12,12085,38940,"Port St. Lucie, FL",2000,1,FIN1,3555,17790,9433,3570,0,611,13615,0,1,0 to 10,4.06,7,2441,691,0,0,2,2,1,446728,29629,20245,171776,47231,31,2150,2641785
3159,33030,FL,Homestead,12,12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",3000,0,FIN2,7802,2145,0,1169,0,0,1169,1,1,30 to 60,50.13,131,568,356,0,0,1,1,1,5926955,30575,22109,2065161,50064,918,2150,2641785
8245,33132,FL,Miami,12,12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",1000,0,RPT1,21321,80174,16280,13448,11952,2878,44558,0,1,30 to 60,33.39,25,8644,595,0,0,1,1,1,5926955,30575,22109,2065161,50064,918,2150,2641785
7269,33134,FL,Miami,12,12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",1000,1,FIN0,878,1954,1491,1233,0,0,2725,0,1,0 to 10,4.67,6,878,472,0,0,1,1,1,5926955,30575,22109,2065161,50064,918,2150,2641785
4916,33139,FL,Miami Beach,12,12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",1000,0,FIN0,0,1361,0,1344,0,0,1344,0,1,30 to 60,34,29,110,110,0,0,1,1,1,5926955,30575,22109,2065161,50064,918,2150,2641785
6962,33146,FL,Miami,12,12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",3000,1,FIN2,3743,7169,1471,3208,361,172,5213,1,1,30 to 60,47.14,75,1220,355,0,0,1,1,1,5926955,30575,22109,2065161,50064,918,2150,2641785
6993,33155,FL,Miami,12,12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2000,1,FIN2,1655,16311,909,3370,0,96,4375,0,1,0 to 10,7.48,36,2190,714,0,0,1,1,1,5926955,30575,22109,2065161,50064,918,2150,2641785
6267,33156,FL,Miami,12,12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",3000,1,FIN2,6620,39030,5454,1196,560,0,7210,0,2,0 to 10,8.52,46,2605,709,0,0,1,1,1,5926955,30575,22109,2065161,50064,918,2150,2641785
3382,33160,FL,North Miami Beach,12,12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",3000,0,FIN2,348,-215,330,0,0,86,416,0,2,10 to 20,18.8,16,94,61,0,0,1,1,1,5926955,30575,22109,2065161,50064,918,2150,2641785
7968,33173,FL,Miami,12,12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",1000,1,RPT2,0,7635,0,0,0,0,0,0,1,30 to 60,45.75,23,2100,1909,0,0,1,1,1,5926955,30575,22109,2065161,50064,918,2150,2641785
7693,33176,FL,Miami,12,12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",1000,1,RPT0,0,711,0,692,0,0,692,1,1,0 to 10,5,5,414,355,0,0,1,1,1,5926955,30575,22109,2065161,50064,918,2150,2641785
7372,33184,FL,Miami,12,12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",1000,1,RPT0,8875,2164,435,828,1315,0,2579,0,2,0 to 10,4.55,6,784,382,0,0,1,1,1,5926955,30575,22109,2065161,50064,918,2150,2641785
6258,33037,FL,Key Largo,12,12087,28580,"Key West, FL",3000,1,FIN2,337,6804,565,2229,0,721,3515,0,1,30 to 60,37.77,37,774,295,0,0,4,3,0,11071,33327,21577,4539,60873,29,2150,2641785
7996,33040,FL,Key West,12,12087,28580,"Key West, FL",3000,1,FIN1,4831,0,0,0,0,0,0,0,1,10 to 20,10,0,0,0,0,0,4,3,0,35357,30755,25569,12620,58351,29,2150,2641785
2647,32536,FL,Crestview,12,12091,18880,"Crestview-Fort Walton Beach-Destin, FL",1000,1,RPT4,273,2904,0,472,0,824,1296,0,1,0 to 10,4.15,10,856,163,0,0,3,2,1,257326,30842,22399,100469,55199,40,2150,2641785
6319,32548,FL,Fort Walton Beach,12,12091,18880,"Crestview-Fort Walton Beach-Destin, FL",1000,0,FIN0,0,635,0,0,0,0,0,0,1,0 to 10,1.5,3,349,349,0,0,3,2,1,257326,30842,22399,100469,55199,40,2150,2641785
5360,32803,FL,Orlando,12,12095,36740,"Orlando-Kissimmee-Sanford, FL",3000,0,FIN2,3387,6861,0,3654,1359,253,5266,0,1,20 to 30,21.82,3,921,550,0,0,1,1,1,2328508,30432,21240,816428,50183,245,2150,2641785
2601,32810,FL,Orlando,12,12095,36740,"Orlando-Kissimmee-Sanford, FL",2000,1,FIN2,3329,14891,718,6868,2979,172,10737,0,1,0 to 10,3.92,10,894,426,0,0,1,1,1,2328508,30432,21240,816428,50183,245,2150,2641785
3939,32819,FL,Orlando,12,12095,36740,"Orlando-Kissimmee-Sanford, FL",3000,0,FIN2,0,245,236,0,0,0,236,0,2,0 to 10,4,4,245,245,0,0,1,1,1,2328508,30432,21240,816428,50183,245,2150,2641785
7056,32828,FL,Orlando,12,12095,36740,"Orlando-Kissimmee-Sanford, FL",0,0,RPT4,13,0,0,0,0,0,0,0,1,0 to 10,3,0,0,0,0,0,1,1,1,2328508,30432,21240,816428,50183,245,2150,2641785
7405,32828,FL,Orlando,12,12095,36740,"Orlando-Kissimmee-Sanford, FL",1000,1,RPT1,1553,2416,397,2303,844,0,3544,0,1,20 to 30,19.71,45,849,290,0,0,1,1,1,2328508,30432,21240,816428,50183,245,2150,2641785
7727,32828,FL,Orlando,12,12095,36740,"Orlando-Kissimmee-Sanford, FL",0,0,RPT0,0,4061,0,0,0,0,0,0,2,30 to 60,45.5,19,2954,2031,0,0,1,1,1,2328508,30432,21240,816428,50183,245,2150,2641785
7260,32751,FL,Maitland,12,12095,36740,"Orlando-Kissimmee-Sanford, FL",1000,1,RPT0,0,1487,902,0,0,0,902,0,1,0 to 10,3.5,5,670,372,0,0,1,1,1,2328508,30432,21240,816428,50183,245,2150,2641785
7627,33433,FL,Boca Raton,12,12099,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",3000,1,RPT3,7339,21714,8446,8127,2269,1151,19993,0,2,30 to 60,45.63,67,4282,451,0,0,1,1,1,5926955,30575,22109,2065161,50064,918,2150,2641785
2836,33434,FL,Boca Raton,12,12099,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",1000,1,FIN0,0,973,0,530,0,0,530,0,1,0 to 10,5,5,550,486,0,0,1,1,1,5926955,30575,22109,2065161,50064,918,2150,2641785
7638,33434,FL,Boca Raton,12,12099,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2000,1,PBK2,9672,12167,1198,2401,0,8297,11895,0,3,0 to 10,7.7,25,16854,592,0,0,1,1,1,5926955,30575,22109,2065161,50064,918,2150,2641785
6122,33525,FL,Dade City,12,12101,45300,"Tampa-St. Petersburg-Clearwater, FL",0,0,A33,5322,16395,636,4374,2336,3904,11250,1,4,30 to 60,29.31,129,1091,214,0,0,1,1,1,2927714,32362,22346,1161839,48521,227,2150,2641785
7794,34668,FL,Port Richey,12,12101,45300,"Tampa-St. Petersburg-Clearwater, FL",1000,1,FIN0,0,2229,0,249,413,0,662,0,1,20 to 30,20.67,24,1540,743,0,0,1,1,1,2927714,32362,22346,1161839,48521,227,2150,2641785
5504,34677,FL,Oldsmar,12,12103,45300,"Tampa-St. Petersburg-Clearwater, FL",0,0,RPT2,21468,21263,3336,7951,0,4220,15507,0,1,30 to 60,33.91,33,2088,344,0,0,1,1,1,2927714,32362,22346,1161839,48521,227,2150,2641785
6895,34698,FL,Dunedin,12,12103,45300,"Tampa-St. Petersburg-Clearwater, FL",3000,1,RPT1,585,1433,247,172,0,512,931,0,1,20 to 30,20.36,11,133,133,0,0,1,1,1,2927714,32362,22346,1161839,48521,227,2150,2641785
7307,33705,FL,Saint Petersburg,12,12103,45300,"Tampa-St. Petersburg-Clearwater, FL",1000,1,RPT0,0,806,0,0,0,0,0,0,1,0 to 10,8,5,793,793,0,0,1,1,1,2927714,32362,22346,1161839,48521,227,2150,2641785
6584,33713,FL,Saint Petersburg,12,12103,45300,"Tampa-St. Petersburg-Clearwater, FL",0,0,NEW0,0,1185,0,0,0,0,0,0,1,10 to 20,13,0,0,0,0,0,1,1,1,2927714,32362,22346,1161839,48521,227,2150,2641785
7840,33761,FL,Clearwater,12,12103,45300,"Tampa-St. Petersburg-Clearwater, FL",1000,1,FIN0,786,3397,323,630,679,485,2117,0,1,0 to 10,2.79,6,719,345,0,0,1,1,1,2927714,32362,22346,1161839,48521,227,2150,2641785
7023,33770,FL,Largo,12,12103,45300,"Tampa-St. Petersburg-Clearwater, FL",3000,1,FIN1,4009,11958,1840,613,1386,5027,8866,0,2,30 to 60,29.13,64,1009,209,0,0,1,1,1,2927714,32362,22346,1161839,48521,227,2150,2641785
7528,33770,FL,Largo,12,12103,45300,"Tampa-St. Petersburg-Clearwater, FL",1000,0,FIN3,2186,6124,502,3754,739,245,5240,0,1,30 to 60,50.07,41,755,308,0,0,1,1,1,2927714,32362,22346,1161839,48521,227,2150,2641785
4787,33778,FL,Largo,12,12103,45300,"Tampa-St. Petersburg-Clearwater, FL",1000,1,FIN2,2041,3881,274,3408,0,645,4327,0,1,0 to 10,6.05,14,968,286,0,0,1,1,1,2927714,32362,22346,1161839,48521,227,2150,2641785
438,33801,FL,Lakeland,12,12105,29460,"Lakeland-Winter Haven, FL",3000,1,FIN1,497,7852,2205,491,0,0,2697,0,1,30 to 60,30.33,38,1400,799,0,0,2,2,1,637691,29464,23996,223060,44146,36,2150,2641785
7071,33801,FL,Lakeland,12,12105,29460,"Lakeland-Winter Haven, FL",3000,0,FIN2,0,1383,0,522,0,0,522,0,1,0 to 10,4.75,11,582,493,0,0,2,2,1,637691,29464,23996,223060,44146,36,2150,2641785
5979,33803,FL,Lakeland,12,12105,29460,"Lakeland-Winter Haven, FL",2000,1,FIN2,1729,4931,1144,1385,874,0,3403,0,1,30 to 60,32.05,36,446,273,0,0,2,2,1,637691,29464,23996,223060,44146,36,2150,2641785
8300,33803,FL,Lakeland,12,12105,29460,"Lakeland-Winter Haven, FL",0,0,RPT3,0,80,0,0,0,0,0,0,1,30 to 60,46,16,80,80,0,0,2,2,1,637691,29464,23996,223060,44146,36,2150,2641785
6096,32080,FL,Saint Augustine,12,12109,27260,"Jacksonville, FL",0,0,RPT2,90,546,0,0,0,590,590,1,1,30 to 60,46.86,30,436,140,0,0,1,1,1,1424097,33075,21740,531225,53661,138,2150,2641785
3241,32084,FL,Saint Augustine,12,12109,27260,"Jacksonville, FL",1000,1,FIN1,0,482,91,354,0,0,445,0,1,0 to 10,7,7,482,482,0,0,1,1,1,1424097,33075,21740,531225,53661,138,2150,2641785
3870,32086,FL,Saint Augustine,12,12109,27260,"Jacksonville, FL",1000,0,FIN0,0,5528,113,0,0,0,113,0,1,30 to 60,29.67,17,5384,1843,0,0,1,1,1,1424097,33075,21740,531225,53661,138,2150,2641785
7983,34986,FL,Port Saint Lucie,12,12111,38940,"Port St. Lucie, FL",1000,0,RPT1,723,6358,0,694,0,0,694,0,1,30 to 60,33.5,15,6345,3179,0,0,2,2,1,446728,29629,20245,171776,47231,31,2150,2641785
5380,32561,FL,Gulf Breeze,12,12113,37860,"Pensacola-Ferry Pass-Brent, FL",1000,0,FIN2,3989,31029,879,3475,1281,6911,12546,1,2,30 to 60,38.8,53,3784,340,0,0,2,2,1,473477,30483,21645,175439,50563,28,2150,2641785
7814,34231,FL,Sarasota,12,12115,35840,"North Port-Sarasota-Bradenton, FL",0,0,FIN2,8239,15781,1268,11451,1699,0,14418,0,1,20 to 30,28.35,45,618,391,0,0,2,2,1,751422,30759,21720,311566,52235,91,2150,2641785
318,34236,FL,Sarasota,12,12115,35840,"North Port-Sarasota-Bradenton, FL",0,0,RPT2,102,3411,609,1331,0,0,1940,0,2,30 to 60,37.78,40,1348,420,0,0,2,2,1,751422,30759,21720,311566,52235,91,2150,2641785
6028,34236,FL,Sarasota,12,12115,35840,"North Port-Sarasota-Bradenton, FL",0,0,OOB0,276,1337,265,0,0,0,265,0,1,20 to 30,25.78,58,247,222,0,0,2,2,1,751422,30759,21720,311566,52235,91,2150,2641785
3228,32765,FL,Oviedo,12,12117,36740,"Orlando-Kissimmee-Sanford, FL",3000,0,FIN2,4631,0,361,0,1569,0,1930,0,1,0 to 10,3.67,5,1580,651,0,0,1,1,1,2328508,30432,21240,816428,50183,245,2150,2641785
5873,32771,FL,Sanford,12,12117,36740,"Orlando-Kissimmee-Sanford, FL",1000,0,FIN0,0,5136,2706,585,0,0,3292,0,1,20 to 30,20,3,1516,1516,0,0,1,1,1,2328508,30432,21240,816428,50183,245,2150,2641785
4047,32746,FL,Lake Mary,12,12117,36740,"Orlando-Kissimmee-Sanford, FL",1000,1,FIN1,0,2128,0,1265,729,86,2080,0,2,0 to 10,5.25,6,974,532,0,0,1,1,1,2328508,30432,21240,816428,50183,245,2150,2641785
7391,32163,FL,The Villages,12,12119,45540,"The Villages, FL",0,0,FIN2,4866,10097,717,2839,1680,626,5862,0,2,30 to 60,37.85,17,2952,386,0,0,3,2,1,113589,25176,20522,49362,52594,3,2150,2641785
6909,32119,FL,Daytona Beach,12,12127,19660,"Deltona-Daytona Beach-Ormond Beach, FL",1000,1,FIN3,0,983,0,191,0,151,342,0,2,0 to 10,2.67,5,215,172,0,0,2,2,1,613723,27877,20561,243460,43432,50,2150,2641785
3095,30120,GA,Cartersville,13,13015,12060,"Atlanta-Sandy Springs-Roswell, GA",0,0,RPT0,0,197,184,0,0,0,184,0,1,30 to 60,45,39,197,151,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
5788,30120,GA,Cartersville,13,13015,12060,"Atlanta-Sandy Springs-Roswell, GA",3000,0,FIN2,10950,17830,3615,3126,1230,3703,11674,0,1,20 to 30,27.97,27,1431,288,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
4294,31210,GA,Macon,13,13021,31420,"Macon-Bibb County, GA",3000,0,FIN2,2405,1315,1729,1545,0,0,3274,0,1,10 to 20,18.38,17,369,305,0,0,3,2,1,230785,30785,20365,84755,40375,16,665,763335
7282,31558,GA,Saint Marys,13,13039,41220,"St. Marys, GA",2000,1,FIN1,193,1119,164,542,0,344,1050,0,1,20 to 30,27.4,3,224,197,0,0,4,3,0,21351,31063,21596,7626,53366,3,665,763335
7486,31401,GA,Savannah,13,13051,42340,"Savannah, GA",1000,0,RPT1,46431,29849,18380,22534,0,8662,49576,1,1,10 to 20,18.31,13,1663,241,0,0,2,2,1,372569,31518,21246,137232,52115,29,665,763335
7808,30102,GA,Acworth,13,13057,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,1,RPT0,466,3213,0,1209,0,0,1209,0,1,0 to 10,6.75,3,421,421,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
7698,30114,GA,Canton,13,13057,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,1,RPT4,1044,2024,1279,0,0,471,1750,0,1,30 to 60,42,536,1410,262,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
3709,30606,GA,Athens,13,13059,12020,"Athens-Clarke County, GA",0,0,RPT2,11224,16087,6821,8110,0,3480,18411,1,1,20 to 30,19.58,14,1650,245,0,0,3,2,1,200213,26147,17069,73260,40955,19,665,763335
7497,30101,GA,Acworth,13,13067,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,1,FIN2,658,5709,386,540,0,1130,2056,0,1,0 to 10,7.58,6,667,250,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
3747,30062,GA,Marietta,13,13067,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,0,FIN0,1958,11532,4247,2747,0,1236,8230,0,1,20 to 30,25.36,28,967,253,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
7899,30062,GA,Marietta,13,13067,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,1,NEW0,391,6229,1121,781,0,647,2549,0,1,0 to 10,5.16,7,3444,413,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
6725,30064,GA,Marietta,13,13067,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,1,RPT0,1499,4957,1125,564,0,1239,2928,0,1,0 to 10,6.53,36,1063,347,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
4446,30066,GA,Marietta,13,13067,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,1,RPT0,92,5665,141,1385,0,215,1741,0,1,0 to 10,5.36,29,845,360,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
8119,30068,GA,Marietta,13,13067,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,1,FIN2,0,143,0,0,0,0,0,0,1,0 to 10,6,6,143,143,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
1306,31768,GA,Moultrie,13,13071,34220,"Moultrie, GA",1000,1,FIN0,758,2011,835,0,863,176,1874,0,1,0 to 10,6.92,17,984,225,0,0,6,5,0,23094,23186,22049,7786,32990,4,665,763335
6622,39819,GA,Bainbridge,13,13087,12460,"Bainbridge, GA",3000,0,FIN2,7657,11144,5565,2239,3057,2260,13121,1,2,20 to 30,27.34,19,843,177,0,0,6,5,0,10328,32303,22181,4218,40614,2,665,763335
3025,30338,GA,Atlanta,13,13089,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,1,FIN2,1459,3933,1413,2716,0,262,4391,0,1,0 to 10,6.07,10,1076,378,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
4218,30338,GA,Atlanta,13,13089,12060,"Atlanta-Sandy Springs-Roswell, GA",500,0,RSP1,-2528,9292,705,0,8370,88,9164,0,1,20 to 30,26.71,44,2628,1630,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
4616,30341,GA,Atlanta,13,13089,12060,"Atlanta-Sandy Springs-Roswell, GA",0,0,N62,5330,20967,2350,2765,0,599,5714,0,1,30 to 60,35.08,74,2113,412,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
6883,30341,GA,Atlanta,13,13089,12060,"Atlanta-Sandy Springs-Roswell, GA",0,0,RPT0,0,1423,0,687,0,0,687,0,2,0 to 10,4,5,717,711,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
2651,30084,GA,Tucker,13,13089,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,1,FIN4,413,4489,1662,1043,0,350,3055,1,2,0 to 10,6.67,44,917,257,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
1876,30635,GA,Elberton,13,13105,,,1000,1,FIN2,4250,8266,1779,1855,2365,2154,8152,1,4,0 to 10,4.26,23,813,184,0,0,6,6,0,15003,26272,17284,5893,36687,,665,763335
3398,30513,GA,Blue Ridge,13,13111,,,3000,0,FIN2,2030,10968,723,2803,0,4241,7766,1,2,20 to 30,21.59,9,682,202,0,0,8,4,0,11036,26654,15671,4636,36772,,665,763335
1772,30161,GA,Rome,13,13115,40660,"Rome, GA",1000,1,FIN1,13,4389,0,672,0,808,1480,0,1,30 to 60,32.91,46,503,216,0,0,3,2,1,96199,28062,17236,35114,42955,5,665,763335
4237,30040,GA,Cumming,13,13117,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,1,RPT1,878,5855,1819,284,0,1021,3124,0,1,0 to 10,2.86,6,1107,273,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
8169,30040,GA,Cumming,13,13117,12060,"Atlanta-Sandy Springs-Roswell, GA",0,0,FIN4,878,3777,2952,1085,0,0,4036,0,1,20 to 30,26.08,68,187,187,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
7839,30041,GA,Cumming,13,13117,12060,"Atlanta-Sandy Springs-Roswell, GA",0,0,RPT2,1504,3872,178,1501,0,0,1679,0,1,60 to 90,60.4,66,3610,910,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
5177,30009,GA,Alpharetta,13,13121,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,0,RPT1,6937,19951,5136,9622,0,1754,16512,0,1,30 to 60,48.78,51,2671,438,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
3655,30303,GA,Atlanta,13,13121,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,0,FIN0,739,10614,2373,2540,0,485,5398,0,2,20 to 30,23.29,17,1498,434,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
4555,30303,GA,Atlanta,13,13121,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,1,RPT0,1023,6614,709,2001,1793,1399,5903,0,1,0 to 10,4.47,20,1144,406,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
5651,30303,GA,Atlanta,13,13121,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,0,FIN0,4118,23799,8309,6539,0,1334,16182,0,1,10 to 20,16.01,15,410,241,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
914,30305,GA,Atlanta,13,13121,12060,"Atlanta-Sandy Springs-Roswell, GA",3000,0,FIN2,3026,9147,3933,6279,0,0,10212,0,2,30 to 60,45.08,33,1056,466,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
5984,30305,GA,Atlanta,13,13121,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,0,FIN0,2316,4878,0,3167,1455,410,5032,0,1,20 to 30,27.33,24,1248,392,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
7052,30305,GA,Atlanta,13,13121,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,1,FIN1,0,4202,1557,1579,0,0,3136,0,1,0 to 10,3.57,5,1158,600,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
7667,30305,GA,Atlanta,13,13121,12060,"Atlanta-Sandy Springs-Roswell, GA",0,0,FIN0,3702,15771,5311,3076,737,3544,12668,0,1,20 to 30,23.2,10,510,218,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
1269,30326,GA,Atlanta,13,13121,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,1,RPT0,1677,1398,206,2346,0,352,2904,0,1,0 to 10,4.9,14,904,340,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
4802,30326,GA,Atlanta,13,13121,12060,"Atlanta-Sandy Springs-Roswell, GA",0,0,RPT0,2212,2512,971,2496,0,0,3467,0,1,0 to 10,8.88,5,409,316,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
7549,30326,GA,Atlanta,13,13121,12060,"Atlanta-Sandy Springs-Roswell, GA",0,0,L50,2522,11693,6198,1583,1818,0,9600,0,1,10 to 20,14.23,26,520,307,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
7645,30326,GA,Atlanta,13,13121,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,0,FIN0,360,11174,3225,1241,2949,0,7415,0,1,20 to 30,28.25,24,1729,583,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
5229,30327,GA,Atlanta,13,13121,12060,"Atlanta-Sandy Springs-Roswell, GA",0,0,OOB0,0,77,0,0,0,0,0,0,2,90 Plus,226,196,77,77,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
5495,30328,GA,Atlanta,13,13121,12060,"Atlanta-Sandy Springs-Roswell, GA",3000,0,FIN2,3115,8957,4411,2535,1954,241,9141,0,1,30 to 60,36.85,34,860,304,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
6251,30328,GA,Atlanta,13,13121,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,0,FIN0,0,2590,319,340,0,-88,571,0,3,10 to 20,17,10,478,414,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
5722,30342,GA,Atlanta,13,13121,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,0,FIN0,0,366,0,0,0,0,0,0,1,0 to 10,5,5,366,366,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
7752,30342,GA,Atlanta,13,13121,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,1,NEW0,0,2610,1600,0,0,0,1600,0,1,0 to 10,2.8,6,1105,621,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
984,31520,GA,Brunswick,13,13127,15260,"Brunswick, GA",0,0,FIN4,0,651,301,0,0,0,301,0,1,30 to 60,56.75,56,1210,768,0,0,3,2,1,114967,29772,22426,44253,45063,16,665,763335
2810,30518,GA,Buford,13,13135,12060,"Atlanta-Sandy Springs-Roswell, GA",3000,0,FIN2,3851,18296,6693,1473,0,1902,10068,0,1,20 to 30,24.42,46,4372,538,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
6197,30519,GA,Buford,13,13135,12060,"Atlanta-Sandy Springs-Roswell, GA",0,0,OOB0,381,284,0,357,0,0,357,0,2,0 to 10,7.2,22,381,148,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
7603,30017,GA,Grayson,13,13135,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,0,RPT1,3631,4167,1145,5278,0,0,6423,0,1,10 to 20,10.6,0,0,0,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
7290,30024,GA,Suwanee,13,13135,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,1,RPT2,757,1953,0,871,0,171,1042,0,1,20 to 30,23.25,33,830,405,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
4200,30092,GA,Peachtree Corners,13,13135,12060,"Atlanta-Sandy Springs-Roswell, GA",3000,0,FIN2,454,6234,1036,1792,0,655,3483,0,1,20 to 30,21.94,7,358,231,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
4767,30096,GA,Duluth,13,13135,12060,"Atlanta-Sandy Springs-Roswell, GA",0,0,RPT0,743,970,0,1295,0,0,1295,0,1,30 to 60,40,38,384,335,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
6566,30096,GA,Duluth,13,13135,12060,"Atlanta-Sandy Springs-Roswell, GA",1000,1,RPT0,1653,2518,1513,1977,0,0,3490,0,1,0 to 10,4.25,5,953,521,0,0,1,1,1,5612777,36256,23795,1994730,59183,402,665,763335
